user_id,actual,model_preds
1923,"[ 1091365   965105   999250  9396835  6534178  1027794  8090440  9833656
 13007358 15972433   822073   822101   825541   829823   833724   840890
   856435   865501   882247   892630   903325   923559   962568   977344
   999730  1018050  1031522  1083341  1083446  1087081  1096792  1101477
  1119051  6034857 14025185  1025773   820165   827180   834382   879973
   880454   965842   972794  1003600  1011075  1081189  1082185  1121603
  1125278  7410290  8293343  9420064  9707137   914454]","[856435, 992986, 924423, 846301, 890612, 944836, 901062, 961554, 995785]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
1926,"[  822985   923746   935342  1055646  1074014  1121369  9190761  9419443
  9420181 12330856  6533765  6533889   868689   898455   955921]","[994928, 5587938, 7410288, 838010, 7410013, 926065, 1000205]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
1927,"[  845109   867188   902202   951221   996506  1020210  1022254  1037863
  1040371  1082310  1094619  1104343  1106523 12731432 16733267 17106302
   842817   873964   895409   913482  1088634  5587656  5981074  7431989
  9527289  1015785  1074984  1137621  9931626   821344   822339   823990
   824311   827656   829138   835347   845705   847790   858373   870547
   874061   909894   923746   928049   930917   937292   938700   945090
   948650   951590   953561   969866   971325   985893  1027068  1029624
  1029743  1033234  1054262  1065021  1077048  1079292  1084567  1086483
  1096036  1118481  1134522  1138189  1138487  9526892  9836106 12731714]","[923746, 1068719, 871756, 1096036, 1106523, 5568378, 1043590, 857849, 1132770, 951590]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
1928,"[  843744   883404   903526  1021057  1085604  1053690  1074271 17171429
   983584  5583842  7169034   862349   908531   949742   992549  1125199
  5978656  9575181 10254948]","[1085604, 908531, 972312, 983584, 828557, 1010190, 843744, 1019078, 908504]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
1929,"[  870547   890595   899624   910473   916122   943393   945901   951590
   983210  1017982   819063   821219   829722   854965   861486   866855
   868727   883003   904236   926664   929668   933835   942894   946839
   956699   961873   965766   967629   984575   998049  1021116  1024306
  1031083  1044759  1049131  1058686  1073042  1075368  1077012  1094308
  1099316  1128016  1137119  6919373 12811532 13213648   821562   827180
   843306   850133   861279   868548   870608   871756   888835   912620
   913210   921504   939900   947068   950206   982799  1000792  1005493
  1044207  1068292  1074754  1080669  1107538  1108643  1116527  1133072
  1134522  1138487  5574409  6463583 12352396 12384775 13094929 13095365
 13213106 15926864   826249   846833   896085   945090   945567   952972
   965267   981760  1003472  1009567  1070272  1094955  1105301  1132081
  8357613 12301405 12524699 12599756 12810393 12810422 13841744 14025185]","[1106523, 951590, 834117, 1021116, 929668, 1135354, 1067749, 842707, 872417, 1097239]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
1931,"[  840601   870195   874255   883963   889618   923746   945662   987464
  1008673  1031419  1048727  1082185  1137284  9546982   833866   836793
   840361   849843   913210   969205  1011312 13213075]","[883404, 923746, 1133018, 1106523, 840361, 843464, 1048727, 823704, 896862, 1107289]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
1935,"[ 6533889   819227   834484   843346   844179   848136   850944   867886
   870515   872374   874354   879309   882247   889055   895190   898867
   904422   911833   977330   998519   999104  1002236  1006573  1007269
  1010119  1022654  1033887  1035843  1038535  1039682  1041259  1044404
  1048257  1048889  1055646  1068715  1088308  1101560  1113820  1126899
  1127863  6391249  8293513  9526770 10255398 10284966 12183528 12523951
 12810393 13003361 15716072 15716098 17283224   832473   840260   870403
   888391   898392   917541   964908   973085   984575  1022003  1053598
  1079913  1084001  1089843  1126294  9527120  9837404 10355376 15596089
 15686473 17285633  1005186  1063207   831559   897088   944419   953582
   978836  1005637  1006027  1031468  1068750  1081919  1110039  5978656
  6391148 12330274 15686645 15686897 15716336 15927206 17926774]","[1004555, 1007269, 999104, 1053875, 843346, 10355376, 911812, 986912, 1110843, 1005186]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
1937,"[  854296   866227   884731  6602335  7167960  7409971  7410016 10456186
 15973036 16122430   824642   832607   839730   843885   852035   853449
   860890   872382   874643   877580   882305   937374   959985   964342
   966684   971021   976998   986912  1054814  1059142  1060705  1068708
  1069635  1070820  1084331  1100410  1101959  1102067  1110409  1112766
  1132939  1135834  5574409  6979803  9859128 15716097   833273   836085
   840938   847344   851150   856435   860776   865216   882546   893321
   907128   938700   941532   945435   953476   956671   957736   962161
   965331   971807   983936   984743   999104   999858  1001646  1007512
  1027421  1068258  1069621  1071757  1077439  1081177  1082185  1084591
  1085476  1093603  1104483  1118481  1129819  5573314  5978656  5995609
  9803810 13189511 13189799 13417250 16729299   828525   833724   862349
   869987   872911   900418   916122   919423   945652   947461   951746
   960791   962415   968774   988185   989157  1004762  1007259  1009128
  1015132  1022254  1022936  1028816  1043301  1066518  1079054  1089629
  1100150  1114456  1124674  1130375  1135476  5567502  7410290  9829777
 13945288 15924952 15925494 16100266   903350 12159744 15716636]","[1076056, 907128, 953476, 999104, 957013, 976998, 1091858, 983936, 945652, 5996469]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
1939,"[ 6534178   833025   844179   850679   851676   853448   859075   868401
   869150   879876   882190   888054   893868   896085   908531   915295
   924967   926905   932340   938700   941797   949965   951590   953539
   981288  1029743  1031083  1046957  1077703  1130763  1133312  1139525
  5568378  6551782  7166817  7442008  7463287  8019384  8020044  9836903
 13512968 15452644 16729415 16057269]","[883404, 1016800, 859075, 833025, 926905, 1071939, 1101173, 1139525, 874058, 973868]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
1944,"[ 6534178   820291   831181   833025   840543   852864   878739   897354
   910473   911812   922898   925029   954065   954673   981757   981760
   982960   991268   993912   999104  1004475  1007269  1008316  1015785
  1016782  1070798  1071939  1082141  1082185  1087850  1096036  1099503
  1101010  1116821  1126899  6463862  6632283  9445919  9707422 12263788
 13877012 15926844 17330026   833724   866211   880427   883293   886926
   887102   889509   909714   913210   918415   919704   942778   943349
   986947   990656   992765   992946   994223  1013149  1029743  1056651
  1068224  1070820  1070845  1077373  1101437  1125497  5575911  6979545
  7441118  8090993  8119297  8119302  8203949  8293343  9420082  9420140
  9925966 10344585 14025245 14106445 15571908 15971716 16729415 12524016
 16770195   835973   847207   852035   868389   878996   918018   919423
   969941   995785  1005911  1014206  1029894  1048068  1075886  1087102
  1098248  1115576  1131488  7409969  7410168  9655679 10121834 10121931
 13039088   820165   824005   825180   849578   863699   882247   883039
   905293   916122   975217   985427  1006342  1033187  1041616  1083846
  1121384  5978656 13510779 13511475 17214322   852856   912704  1006978
 12185599   976955  1013407  1042817  1062128  1066656  1072398  1074036
  1088103  7166865 13417594 15565127 15927561 17901329]","[1070820, 1002178, 942778, 843756, 887102, 1048068, 880427, 7025106, 1121384, 994223]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
1946,"[  847789   862349   876115   879935   897120   920109   922092   922907
   923746   940731   941484   969771   981760   987562  1040927  1050524
  1057260  1070820  1082185  1117541  1120213  1136257  5591038  6391153
  8181198  8249290  9524511  9677099 10344585 12428436 13008325 13381584
 13511475 15972152  1000057  1084412 15717100 16219520   822936   840361
   865511   918018   943785   962777   985999  1013597  1037332  1074362
  1112560  1135476 12757544 13417853 13512916 13671901 15596694]","[10344585, 920109, 10341697, 13511916, 862101, 921836, 12946027]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
1948,"[  824005   909714   967476   991575   994928  1039534  1139336  6602590
  9833277   898011   976998  1094625  6602501   834915   846301   850990
   852163   870421   973916  1037451  1049822  1071939  1122250  6463754
  7410288  8064946 15511396   860776   905817   916993   918819   927191
   941484   959076   995686  1059904  1068636  1076056  1080331  1094767
  1100456  1103629  1111072  1123792  5572828  5578643  5585966  5586658
  5586955  5592931  6533333  9446302 10284955 13040026 17208470   837644
   849520   864846   880333   894968   922340   964262   993698  1059318
  1121360  5583547  5585636  6703892  7466806 14025183]","[994928, 1058997, 916993, 958909, 987562, 848319, 873654, 1035843, 854852, 1137688]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
1949,"[  865330   868401   873964   908531   951590   957232  1031892  1048833
  1110843  6463824  9798186 10122018 12757217]","[923746, 871756, 1133018, 5592931, 1033615, 985119, 1008626, 8019716, 1044078, 5585510]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
1953,"[  854852  1055646  5591170   849843   883039  1019230  1123022 14025461
 15506577   860776   860975   962185   994928  1042907  1080110  5563693
   981760]","[], Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,,                            15926886]"
1955,"[  834103   837751   841287   857294   880377   883404   888835   891217
   902396   914754   930955   933729   938700   941741   955867   959264
   982833   989101   991024   991932   991951   992870  1000269  1002130
  1007414  1013703  1042438  1053058  1063707  1063739  1068719  1082735
  1096317  1099857  1104856  1123434  1130716  1133018  9420159 10456015
 13115805 15797818 15831480 15926887 15926962   837098   839238   843304
   890455  1071554  1080941  1082185  1119261  1135959  6533878  6534406
  6534689  9802972   879755  1018588 10204392   836286   837304   837579
   839162   844748   848681   854354   856772   860469   890513   890620
   891648   915586   918018   925112   931255   941658   943169   951590
   980666  1010681  1020682  1022428  1024051  1025628  1027610  1029684
  1050482  1084177  1095040  1112667  1116096  1126870  1130763  5565369
  7168472  8205731  9487325 10149640 10285185 10344586 12810393 14050731
 15483382 15596139 15716729 15717352 15798066 15924983 15926775 15926885
 15972433  1039156  1043766]","[930917, 892008, 1045220, 951590, 980666, 889774, 1113768, 1053058, 1068708, 1029684]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
1962,"[  834932   850645   854754   938394   976199  1044078  1044971  1081479
  1124053  1125904  5566385  6034857 13909975   991874  1113367  5996088
 13007846  6534166  6534178   871440   999599  1002240  1024875  1051516
  9337119   907014   970902]","[977543, 5572234, 976199, 911812, 8014645, 1027569, 962568, 903325, 854852, 1022254]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
1964,"[  870428   873564   889774   896672   920455   957013   970861  1002771
  1016286  1055646  1120261 10285144   828106   834158   835243   866227
   900802   925350   953539  1014948  1037507  1048046  1079221  1135622
  6602440   827079   857055   879506   879528   879935   910032   979707
  1022340  1096036  1102090  6034249  6463423 10254265 10355937 17249155]","[905913, 911470, 1013572, 904774, 857055, 5580577, 1037863, 979707, 1022254, 1055646]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
1965,"[ 1121598  1134522   835285   840361   849264   883549   898980   903077
   945611   977882   990284  1009133  1023473  1071939  1082185  1083960
  1109352  1111498  7441842  9881592  9881593 10285389   866227   890999
   893018  1043751  1087102   824426   824931   868971   896613   898466
   906838   913210   960421   973880  1038217  5978656  9446260 10341356
 14078026   822346   861819   908531   914754   978214   984972  1058997
  1093212  5565664  9884484 15596488   819614   826249   999779  1059292
  1093403  1103406  5569230  5569471  5570383]","[908531, 826249, 9881592, 9884484, 9881593]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
1975,"[  849843   873474   883003   915041   918165   951590  1003600  1043971
  1075536  1108055  1125199  5570383  5574377 12525270 15972701   840361
   907631   969977   976199  6442716  9859110 12171222  6534178   881883
   887503   979707  1050114  1088191  1089024  1099297  1136257  5583751
 12782183 15801519 15927127 16809438  1028827  1110244  6463493  8181010
 15927196  6979253 12605614 15717459 15972350 15972700  1033545  1048962
  1124729  5568729   834484   844697   847270   848471   866778   882013
   884938   909714   914190   914513   925711   938700   948231   951526
   952337   961554   962568   965395   965963   985071   986612   991303
   995242  1013321  1022254  1039831  1083558  1088429  1088555  1097602
  1100066  1100778  1115057  1116392  5569327  5591170  6602327  7442180
  9297106  9676741  9677021  9677664  9831882  9858622 12984573 13382327
 15452576  1070665   866781   961979  1022981  1068719   831945   838487
   848268   849544   882434   900586   908504   930917   932340   939032
   945998   951483   973407   975606   990023   995151   995785  1004475
  1043494  1084526  1092588  1092724  1106390  1117758  1119202  1120349
  1127328  6919276  9212025  9835509 12301073 12524588 12673243  9297571
   836286   860776   861486   869577   915617   916122   916993   942278
   990688  1082185  9832070  9832156 10457468 12385916 13189865 13190493
 13381540 15717122 17974316   827656   845265   867020   883404   908318
   913202   919534   999090  1060312  1085780  1093490 17290765 17290823
 17291636   845348   864857   874058   888835   889509   934948   945662
  1007752  1023466  1095374  1117393  1120345  5569376  5569845  7155863
 12384332 13876801 15926712 16769752   839419   938319  5573812]","[840361, 977344, 5569471, 986187, 967760, 5568729, 1012913, 1115175, 990762, 1003487]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
1976,"[  819518   826597   844165   865885   870547   882717   890344   902806
   908408   936594   940947  1007244  1020210  1031633  1037340  1040700
  1042544  1049372  1058345  1065021  1069344  1131974   894236   859075
   884774   976998   987562   987724   988460   999971  1034499  1051323
  1074405  1082990  1091499  1106523  1139827   829001   833347   889836
   897493   909396   920978   923746   933293   969866  1004555  1012384
  1019637  1037798  1038663  1048746  1057231  1061522  1063439  1065593
  1069897  1070702  1083721  1097610  1103105  1126793  1128240  6442614
  6442856  6442861  6443165  8160319  9270283  9296922  9487927 10456304
 12731714 13115838 13511264]","[1053690, 1133018, 1106523, 874736, 1132770, 903230, 976998, 999971, 9420312, 884774]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
1979,"[  845208   908846  1029743  6534077  8090532  8090536  1106523  8090521
  8090537   854852   954994   960677  1055646  1059308   851716   892531
   995242  1082185  1133018  5569230  6514073  9655750  9803718 13158223
   831509   827919   935706   995785  1026118  1081177  1100124  8118508
 10285141]","[856345, 860776, 979707]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
1980,"[  820291   822133   824593   826385   827749   834399   835098   844165
   845082   846466   850645   859010   869676   870547   896308   898121
   901509   927060   928640   940731   954673   954966   957013   957232
   958153   960497   963971   976199   977220   979707   994928  1005157
  1010745  1026209  1027168  1042907  1048462  1051567  1069312  1075175
  1076722  1077469  1083915  1099802  1100972  1111722  1117116  1117758
  1130468  5568447  5978656  6513658  7169034  8018992  8090541  9419198
 10150194 12263083 15926844   834117   916122   949784   995242  1038315
  1119060  8090539 12810422 13910616   820165   865907   869388   869868
   896672   900175   905998   907141   935993   941658   942778   946995
   984957   994685  1002759  1014599  1031310  1043787  1055155  1072787
  1077410  1084310  1090676  1091131  1135096  5566278  5569327  6979803
  9487606  9859052 12810393 15506691 15926775 16769785]","[935993, 5568447, 1022097, 840890, 1033142]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
1982,"[ 6533889  1071759  1118963 10142276   856335   911388   920432   961554
   991575  1080472  1082185  5582789  5585635  5586942  5588121  5590287
   901062   962568  1058997  1086504  1121384  1134232  9858807 14106445
   828857   873527   893739   908489  1025454  1039627  1090017  1117336
  6979808  7167025  8203851  9677366 16769704   879635   880253  1044724
 16769841   824005   851287   906772   908882   976218   981760   995785
  1049822  7409874 16100266 16769634]","[1058997, 1044805, 1086504, 898349, 1121384, 850157, 1071759, 856335, 1017059, 961554]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
1985,"[  828353   871440   918588  1028805  1048462 13008065 13416072   830156
   834465   837969   839243   840102   840361   870547   873139   910032
   911812   917532   951197   955431   961554   962229   963971   976199
   998620  1004906  1010590  1020208  1022003  1068715  1071939  1076738
  1077285  1106523  1130375  5568489  5569230  5569374  5591170 13115279
 16122430 16809581   957089   998189  1082185  7410356   895039   897837
   943362 12324954   823176   823576   931324   932248   958137   976998
   982493  1130951  7025496  7409842  8116306  8181183  8205673 12188625
 15596279 15926844   834491   847241   851569   872508   875694   886033
   889509   889774   906883   933272   935646   940108   944938   970605
   985178   997272   998352   998444  1001266  1013187  1018948  1085141
  1095374  1096036  1101173  1132231  6391133  8090537  9837436 15831572
 17827241   867021   913203   970869   997655  1065670  5583556  9446085
  9446394   820165   820352   901062   904236   914577   916312   923766
   929396   938563   959316   999250  1040693  1046957  1053924  1097239
  1102949  1104604  1116020   833025   883202   884089   896465   900262
   905913   918018   918335   932863   937292   944466   952317   959074
   967395   969829   972931   981288   990797   991761  1013321  1017535
  1040781  1044472  1075972  1079820  1087916  1098066  1098844  1101858
  1106255  1127838  1134522  6463445  7024868  7167963  8119093  9242091
  9526673 13776649 13944536 15452812 15595872 17291184]","[5569230, 840361, 990797, 862682, 1132231, 1022003, 1068258, 951197, 834491, 1079820]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
1989,"[  893018   898847   900460   900842   901062  1035843  1060408  1064441
  1108168 15926887  6534178   822785   834484   840227   880150   906017
   970202   978270   978974   991444  1024306  1030819  1043301  1075337
  1081189  1082185  1116096  7025106  7441419  8090539 15972298   841220
   897811   912146   916122   948420   966170   976065   990771  1026586
  1043128  1055915  1101706  1101822  1117143  8091601 12263401 15831372
   846823   866227  1083461  9878513 13008193]","[849003, 948420, 900842, 1040346, 851865, 898847, 7441419, 914957, 956672, 1076195]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
1990,"[  823098   934635  1029743  1058997  1064945  1068224  1082185 10457238
 12604610 15596243   897007  5978656 15596872  1069366   820165   834484
   840361   859191   900802   970030   988313  1000237  1004001  1037332
  1049178  1055504  1067749  1098066  1104898  1126899  6034857  6039759
 12171407 12263788 13987221 16809644   894414   857718   944415  1022934
   878775   893641   912166   942341  1060976  1077281 13417587  1081177
  1099197]","[840361, 1126899, 843756, 856435, 1037332, 1136257, 856942, 824305, 13007846, 1067749]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
1995,"[  861174   972342  1042697  1061228  1068224  1087785  1122252  1129312
  5569230  5569845  8181495  9363315  9677236 12384694 12385339 15660129
 15925073 15926775 15973209 16221189   852267   875479   900852  1013947
  1081924  1100973  1128938 10255525 12648967 13911112 15595905   835576
   850841   904023  1029743  1032172  1062128  1133018  8353115  9673980
 12171814 13513000 15717033  6534178   822739   834303   838739   845269
   863802   868423   878996   885023   890909   891756   894232   897354
   899624   904422   906026   913425   914190   917826   923746   941883
   960278   961791   962568   976199   986947   989662   992071   995151
   999104  1020683  1027284  1036681  1039840  1042299  1043128  1045007
  1048747  1054509  1069637  1070272  1073718  1078346  1081761  1090676
  1100125  1103741  1106523  1110764  1112052  1113415  1119060  1121557
  1123045  1127188  1127831  1135006  5589845  5980897  6534035  9296836
  9296853  9297155  9297201  9858850 10355748 12187945 12781558 12781725
 15566733 15596832 15800945 17104444 17105058   846554   929018   943439
   993321  1070050  1077373  1087605  1091365 13417249 13417761 13945189
 15741546   926823   932298   972111  1074524  1089108  1098356  1119155
  1120256 12263027 12456752 13039879 16223051   822985   823775   834484
   847270   857827   874865   877935   882013   886964   894401   901062
   912676   921196   922127   933293   951240   975606   995242   995785
   995965  1007796  1041259  1063577  1069621  1075637  1082185  1110039
  1121862  1127758  1131380  1135552  1137507  5583556  6602341  6633342
  7024868  7442654  9364612  9677874 13003101 13944905 15571289 15924948
   863407   879049   881859   885307   900175   909487   915774   920724
   932248   971784   996156  1024757  1030435  1034132  1036654  1065669
  1071939  1116406  6442920  7155012  7441498  7442056  8290587  9396663
  9396667  9553122  9832529  9925966 10149625 12188560 12263614 12384539
 12670071 12811159 12811160 13039026 13094962 13876630 15452792 15830530
 15973019 16223039 16769659 16769687 16769701 16769997   824005   867138
   883912   953837   978879   994685  1078063  1080941  1094280  1100927
  9526286  9803654 10457588 13416313 13416925 13944858]","[6463742, 976199, 1090676, 903233, 914957, 1046816, 867272, 1137507, 901062, 961554]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
1997,"[  833715   834158   842125   850713   887342   900586   903325   916122
   920109   933067   962970   981760  1011459  1029878  1051468  1058997
  1116476  1122115  1126294  1128016  5978656  9297614  9859052 10344585
 12383952 12384565 12810422 13115375 13382402 15483038 15596418 15596924
 15826984 17208624  6534178   820560   821083   835558   837270   891961
   904997   912171   918086   918368   938118   946166   959316   970119
   976199   979239   979707   991575  1008675  1013641  1024069  1026135
  1027168  1053852  1070845  1077703  1085664  1087268  1096317  1124674
  1136043  6464074  9419558 10254584 13190349 15595945  1028290  8118786
   824704   844179   847071   852856   856345   860776   865718   878996
   908318   973916   995785   999270  1022254  1027569  1029334  1038334
  1039642  1052583  1075549  1085963  1102959  1103556  1131217  1132775
  1138443  6546066  6553438  7166865  7409999  8011270  8019379  9268695
  9827950 12604409 13072689 17104381]","[1058997, 1126899, 916993, 968774, 879635, 828857, 880253, 951746, 1117336, 1090017]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
2002,"[  821565   826249   827180   843306   887474   892048   908531   949620
  1007642  1048507  1077490  1082185  1137284  7407023  7409893 13115822
 15452241 15452729 15511891 15596303 15926886 15926911 15972491   861279
   907625   935546  1062711  1116671  8090521  8090537   882811   824255
   833715   839419   847521   850139   863449   868401   877455   889311
   892008   898929   899624   900491   909273   914957   931777   938700
   943897   946839   950761   971165   972742   987557   995916  1000057
  1003080  1014206  1028296  1032079  1042564  1055646  1077430  1088234
  1098066  1106523  1114198  1117414  1118533  1125904  1131438  1135071
  1135476  1135886  5565866  5592931  5995427  6463724  7025046  9483663
 12782181 12810393 13876901 13877256 15597061]","[865511, 1003188, 822785, 1130716, 848268, 916122, 961554, 1131438]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
2004,"[  849843   890695   900586   956274  1013167  1132280   819978   831473
   902181   919755  1002850  1006474  1014675  1024998  1055425  1093966
  1095087  7147783 10149451 12695656   850841   934399   968932   976300
   977831   988380  1022003  1029968  1050229  1061203  1080349  1108092
  1135768  7168026  8177622 15717047 15928060 15972074   866227   940770
  1089954  6961518   855448   885697   897493   986912   824396   989187
   999104  1006664  1039156  1054323  1095599  9707199 15596112   823990
   842817   845462   860776   874670   880000   883268   885307   888711
   898121   902811   904813   918390   933293   935570   944454   946276
   948876   951821   961458   963394   979707   990797   995242   999714
  1012701  1017369  1081479  1090507  1123556  1137505  5565367  5568378
  8181282  9655212  9858942 10180500 12171802 13876344 15596279 15596799
 15778436   838136   854852   951590  1040927  1042685  1056492  1076769
  1090040  1096261  1110031  1137775  6514160  6904467 13115812 13189799
 13944803   940241   981760  1041874  1099058  1101010  1125477 10150025
 12648705  1011459  1029743  1075170  1124729  5566307  5568995  9526894
 13115407   880150   999720  1001686  1109638  1135476  8273833  8358895
  9655294 10149465 16770106   823721   883932  1070898  1078221  1125724
  5564850  5565664  5978656  8181159 10150088 13115915 15863943 15972927
 17900997]","[5568378, 888543, 1058930, 999104, 8177622, 1024731, 987044, 882604, 904813, 934399]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
2006,"[  893501   965766   831063   848684   867188  1003039  5569471 15597047
 15831255 17381676   834484   839243   839766   847260   866211   903325
   911812   937126   939323   939578   947200   949836   962568   995785
  1000237  1000908  1003178  1009361  1029743  1040137  1064441  1082185
  1084331  1138467  5563930  6396060  9677236 12754036 14025185 14025461
 15483291 15511396   850990   840361   855544   893868   916993  1000753
  1023226  1024032  1030819  1050530  1110111  1130716  1133018  5574377
 15926712   877523   913785  1037337  1056536  9188792 12301117 13115813
 15830361 15926775   820291   835098   839485   845208   847573   857503
   860776   870130   872461   878996   897610   901666   906017   907652
   909130   918462   927400   937845   938700   962777   967346   968215
   973868   981103   992300   995645  1003421  1008547  1009567  1018685
  1037332  1044089  1045150  1047076  1055646  1070910  1071342  1071939
  1087348  1112598  1113141  1119879  1130323  1131351  1135258  5584007
  6463520  7409621  8358895  9367961  9677202  9858900 13382462 13511916
 14025504 15596488 15596497   963971  1005609  1132789  7441419]","[923746, 840361, 916993, 5569471, 1070820, 893501, 945611, 949836, 858743, 1044078]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
2007,"[  820361   821136   824072   826249   831223   837139   840361   847011
   849843   850689   852182   855356   856888   857348   871252   890296
   894511   898349   913785   925863   937276   937454   944137   945611
   949142   953677   961554   970619   971820   977873   989391  1002141
  1006516  1015132  1016895  1020649  1044825  1050229  1053875  1063568
  1069094  1073680  1082185  1084591  1086001  1087376  1092303  1106523
  1111292  1120213  1124694  1129819  1131488  1133017  5568135  5978648
  5978656  6442820  6442870  6443136  6534243  7466852  8119151  9297479
  9575543  9677236 10121837 10121983 10249297 13008460 13039836 13381458
 14025531 15596461 15686629 15686726 15830527 15863554 15863687 17241366
   913744   951350  1012899  1035002  1062673 14025720 15566474 15629846
  6534178   836917   868915   871352   884572   940631  1010185  1019881
  1078023  1092120  1123496  9396825  9420314 10284942 13876341 15717338
 15972555   823704   863449   883404   895295   903325   938687   956672
   981760   995785   997796  1051567  7168383  9296965 13130949 15717120
   848971   894401  1005172  1064574  1108854  1135995  1137540  6602290
  9521679 10285106 10351524 12263816 13909964 15452820   839346   922907
   965208   978155  1006184  1046488  1068124   846652   898612   981086
  1000050  1118787  1135573   855557   918335   976998   987724   997907
  1050851  1125664   835618   975512  1054644  1063577  1086858  1115098
  6464173 12352204 15596018]","[849843, 887342, 981660, 902172, 922318, 1017127, 12301073, 961554, 977658, 970455]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
2011,"[ 909268  962522 1011427 1065593 1081421 1098186 1066252  893501  941658
 1114251 1118479 8358383  912549  916487  973086 1096842]","[893501, 973086, 930918, 1053931, 962522, 1006184]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
